review_id,reviewer_name,company_name,company_slug,company_url,rating,review_text,review_url,has_images,page
6949,Taleh,Araz Supermarket,/araz-supermarket,https://beledci.az/araz-supermarket,1,Vaxtı keçmiş mallar satırsınız!,https://beledci.az/araz-supermarket/6949,True,1
6948,A. Şəbnəm,Grandmart,/grandmart,https://beledci.az/grandmart,1,"Salam, mən Zabrat 2 filialı olan Grandmarketdə olan xanımdan şikayətçiyəm. Bu gün mənim günahımı aldı, müdiriyyətə də deyin.",https://beledci.az/grandmart/6948,False,1
6947,Vəli,Bolt,/bolt,https://beledci.az/bolt,1,"Sürücü məndən 1 km məsafədə olmasına baxmayaraq məndən tələb etdi ki, imtina verib yenidən sifariş edim, mən dedim, etmirəm, o, məndən uzaqda olsa da çatdı, başladı dedi 3 dəqiqə vaxt geri getməyə, sonra özü imtina etdi, amma məndən 1 km uzaqda idi.",https://beledci.az/bolt/6947,True,1
6941,Aytən,Baku Electronics,/baku-electronics,https://beledci.az/baku-electronics,1,"Mən sizdən bir ay əvvəl paltaryuyan və paltar qurutma almışam. Narazıyam, çünki paltarları necə çirkli atsam, elə də çirk çıxır. Video çəkmişəm. Bunun üçün həm qara, həm ağ paltarları normal yuyur. Şikayətimi də bildirmişəm. LG Think 9 kq-lıq maşın qurudan da normal qurutmur. Satıcı elə tərifləyirdi ki, malı mən alanda necə atıram, maşın paltarları elə də yaş çıxarır. Mən 4000 manatı havaya atmışam, elə bilirəm.",https://beledci.az/baku-electronics/6941,False,1
6928,Anonim,Azercell,/azercell,https://beledci.az/azercell,1,"Hörmətli Azercell, siz TeliaSoneranın qurub yaratdığı Azercell operatorunu məhv etdiniz. Tariflərinizin qiyməti isə pik hədlərə çatıb artıq. Mən sərhəd bölgəsində yaşayan bir vətəndaş kimi başa düşdüm ki, rus mobil operatorları sizdən 5 dəfə ucuzdur. Bütün kənd olaraq rus mobil operatoruna keçirik. Siz itirə-itirə gedirsiniz.",https://beledci.az/azercell/6928,False,1
6927,Yaqut,Aztelekom,/aztelekom,https://beledci.az/aztelekom,1,"2 gündür internet yoxdur. 19.01.2026-cı il tarixində 155 çağrı mərkəzinə zəng etmişəm. Deyir ki, ""işdən icazə alın, gəlin, biz saat beşə qədər işləyirik."" Mən bilmək istəyirəm, niyə əvvəllər saat 6:30-a qədər gələ bilirdilər, indi gəlmirlər. Belə çıxır ki, işləyənlərin interneti xarab olubsa, bərpa edilmir?",https://beledci.az/aztelekom/6927,False,1
6921,Rüstəm,Alfanet,/alfanet,https://beledci.az/alfanet,1,"İnternet çox bərbaddır, iki gündən bir set gedir, zəng vurursan, deyirlər o ərazidə iş gedir, söndürürlər, 20 AZN aylıq pul alırlar, çox-çox bərbaddır. Deyiləsi deyil, güc zəifdir, tez-tez itir, set, bir sözlə çıxmaq istəyirəm. Qonşularda var, başqa problemdir, 50 ildir bir dəfə şikayət olmayıb.",https://beledci.az/alfanet/6921,False,1
6919,Nurana,Bolt,/bolt,https://beledci.az/bolt,1,"Salam, biraz əvvəl Bakı şəhərindən Toyota Corolla Sedan 90-YG-076 markalı avtomobillə Boltdan taksi sifariş verdim, kartla ödəniş üçün mənə mesajla təsdiq etməyimi tələb etdi. Niyə bu taksi sürücüləri ödənişin təsdiqlənməsini tələb edir? Mən də ləğv etmədim, son anda ləğv etdim, evimin önünə enib başqa proqramla taksi sifariş verdim ki, onunla gedim. Evimin önündə həmin taksini gördüm, məni şantaj etdi, ""Gedəcəyin yerə get, görüm orda başqa nə gələcək."" Mən də boş verib digər taksiyə mindim. Gedəcəyim ünvana gələndə həmin o məni şantaj edən taksi orada idi. Bolt sürücülərinin narkoloji və psixoloji testlərdən keçirilməsini tələb edirəm!",https://beledci.az/bolt/6919,True,1
6916,Aydın,Aztelekom,/aztelekom,https://beledci.az/aztelekom,1,"Sumqayıt şəhərində rabitə işçiləri bütün abonentlərə kobud davranırlar. 01******** nömrəsinə zəng vururam, mənə kobud davranıb telefonu qapadır. Bu necə qurumdur belə? 4 gündür internetim işləmir, heç kim maraqlanmır və müraciətim qəbul olunmur.",https://beledci.az/aztelekom/6916,False,1
6915,Mahos,İrşad,/irshad,https://beledci.az/irshad,1,"Lenovo Loq 15 irx9 kompüter aldım, Cəlilabad İrşad filialından 24 dekabr 2025-ci ildə aldım və 28 dekabrda ekranda piksel problemi olduğunu gördüm; bir piksel düzgün işləmir. Filiala gedib bunun servisə göndərilməsini tələb etdim və 14 gün təxmini vaxt verdilər. Mən artıq 22 gündür gözləyirəm, gəlmir. Hətta soruşdum, deyirlər ki, kompüterdə heç piksel problemi aşkarlanmayıb; həftə içində geri veriləcək, baxılacaq. Hələ mən kompüter alıram, o qədər pul verirəm, İrşad defekt malının arxasında belə durmur. Şikayətim ümumiyyətlə malın gecikməsi, problem aşkarlanmasına baxmayaraq İrşadda heç bir müdaxilə və reaksiya görmürəm; mən də kompüterdə düzəlmə olmasa götürməyəcəyəm, pulumu tələb edəcəyəm.",https://beledci.az/irshad/6915,False,1
6914,Anonim,Oba Market,/oba-market,https://beledci.az/oba-market,1,"Salam, Yasamal İnşaatçılar metrosu, Megastore ilə üzbəüz Oba dəhşətdir, kassirə baxırsınız, 'haa' deyir, təmiz deyil, hər yer çirkin, kassir xanım qarnına şarf bağlayıb, marketin ortasında kotlet yeyirlər, iy gəlir, bazardır yoxsa məhəllədir, bilinmir, belə natəmiz yer olar, dəhşət, nəzarət 0",https://beledci.az/oba-market/6914,False,1
6913,Cəmilə,Starex,/starex,https://beledci.az/starex,1,"Çox narazıyam kuryerdən! Bu nə deməkdir? Zəng edib götürməmişəm, işdir, hər şey ola bilər, namazda ola bilərəm, körpəm var, 10 dəq. sonra təzədən yığdım, deyir artıq getmişəm! Bu nə deməkdir? 2-ci dəfədir kuryer belə edir!",https://beledci.az/starex/6913,False,1
6911,Ayaz,Bolt,/bolt,https://beledci.az/bolt,2,77-QJ-419 nömrəli dövlət qeydiyyatlı maşın şoferi müştəridir. 20 AZN əlavə ödənilmiş vəsaitimi geri qaytarmadı.,https://beledci.az/bolt/6911,False,1
6908,Nurlana,Bolt,/bolt,https://beledci.az/bolt,1,"Salam. Deməli mən dünən hardasa saat 18:30 olardı, 28 May küçəsindən Nəsrəddin Tusiyə taksi zakaz etdim. Ondan qabaq neçə taksi otkaz elədi, biri çatmağa 2 dəq qalmış yazdı təkərim buraxır. Bir də düz 15 dəq uşaqla gözlədim, danışdım 2 dəfə dedi gəlirəm. 5 dəq qalmış otkaz elədi, yığdım, qara siyahıya saldı məni. Səhər başqa nömrədən zəng elədim, deyir kartla ödəniş niyə edirsiniz, yaxşı elədim otkaz elədim. Xahiş edirəm bir tədbir görülsün. Görülməsə başqa qurumlara zəng edəcəm. XXX XXX XX XX nömrəsidir, taksi sürücünün nömrəsi.",https://beledci.az/bolt/6908,False,1
